Total I/Os per Second ,Total MBs per Second ,Average I/O Response Time (ms) ,Maximum I/O Response Time (ms) ,% CPU Utilization (total) ,Total Error Count ,
8519.13,1064.89,15.0023,42.5903,2.56 %,0,
8759.35,1094.92,14.5981,36.3286,3.68 %,0,
8898.98,1112.37,14.4137,35.4926,2.78 %,0,
8886.41,1110.80,14.3848,37.1620,2.31 %,0,
8860.00,1107.50,14.4127,36.8577,3.25 %,0,
9077.06,1134.63,14.1591,34.8855,1.22 %,0,
9354.79,1169.35,13.6665,34.9789,3.66 %,0,
9428.56,1178.57,13.5819,33.7750,3.47 %,0,
9398.23,1174.78,13.6324,34.0976,2.69 %,0,
9463.36,1182.92,13.5035,37.4594,3.24 %,0,
9418.54,1177.32,13.6022,34.8121,1.56 %,0,
9545.41,1193.18,13.4120,33.1312,3.26 %,0,
9580.01,1197.50,13.3515,33.4645,3.93 %,0,
9593.80,1199.22,13.3500,33.7793,5.16 %,0,
9432.66,1179.08,13.5765,34.6432,4.08 %,0,
9613.83,1201.73,13.2872,32.8137,1.39 %,0,
9275.80,1159.47,13.8288,36.7103,2.62 %,0,
9511.10,1188.89,13.4529,32.9515,3.12 %,0,
9513.11,1189.14,13.4425,33.3521,2.24 %,0,
9577.22,1197.15,13.3741,34.9022,2.93 %,0,
9541.88,1192.74,13.4197,35.5631,3.87 %,0,
9567.53,1195.94,13.3721,33.4387,1.62 %,0,
9591.46,1198.93,13.3307,31.8971,4.25 %,0,
9632.72,1204.09,13.2988,37.7900,5.06 %,0,
9457.11,1182.14,13.5410,33.8580,2.57 %,0,
9600.96,1200.12,13.3360,40.0588,4.80 %,0,
9363.66,1170.46,13.6482,35.4947,2.48 %,0,
9521.86,1190.23,13.4448,35.3529,3.30 %,0,
9621.14,1202.64,13.3125,33.8674,4.22 %,0,
9591.49,1198.94,13.3472,33.3607,3.56 %,0,
9463.98,1183.00,13.5183,32.2528,3.51 %,0,
9693.04,1211.63,13.2113,33.4998,1.84 %,0,
9572.20,1196.52,13.3756,39.1974,3.19 %,0,
9571.35,1196.42,13.3613,29.9279,3.59 %,0,
9256.07,1157.01,13.8198,37.7744,2.81 %,0,
9603.33,1200.42,13.3389,32.5203,3.55 %,0,
9695.27,1211.91,13.2036,32.0202,4.96 %,0,
9636.98,1204.62,13.2823,33.4511,2.33 %,0,
9666.51,1208.31,13.2419,32.9523,2.86 %,0,
9466.74,1183.34,13.5137,32.8451,3.02 %,0,
9342.40,1167.80,13.6800,36.3464,3.88 %,0,
9380.89,1172.61,13.6807,35.4564,2.68 %,0,
9406.08,1175.76,13.5722,33.9219,4.21 %,0,
9075.86,1134.48,14.1258,37.7881,2.20 %,0,
8911.40,1113.92,14.3586,34.6256,3.62 %,0,
9027.99,1128.50,14.1740,35.2244,4.72 %,0,
8874.74,1109.34,14.4188,36.6703,2.40 %,0,
8861.82,1107.73,14.4426,36.0537,3.11 %,0,
8871.58,1108.95,14.4422,38.5998,6.21 %,0,
8871.43,1108.93,14.3816,38.2393,4.02 %,0,
8883.14,1110.39,14.4514,37.2755,4.57 %,0,
8872.05,1109.01,14.4370,43.3550,2.80 %,0,
8900.19,1112.52,14.3758,34.2817,1.92 %,0,
8723.98,1090.50,14.6716,38.2136,2.59 %,0,
8959.06,1119.88,14.2915,35.3944,3.72 %,0,
8956.29,1119.54,14.2929,33.4819,2.92 %,0,
8869.34,1108.67,14.4133,34.3447,2.79 %,0,
8861.68,1107.71,14.4619,38.3476,2.41 %,0,
8877.70,1109.71,14.4007,35.0939,2.45 %,0,
8883.45,1110.43,14.4009,33.6494,3.80 %,0,
8871.15,1108.89,14.4307,35.9846,2.84 %,0,
8876.05,1109.51,14.4160,37.1516,1.40 %,0,
8873.78,1109.22,14.4400,38.2683,1.49 %,0,
8852.43,1106.55,14.4383,35.7632,1.99 %,0,
8889.86,1111.23,14.4171,35.4649,2.76 %,0,
8873.85,1109.23,14.4137,38.2903,3.57 %,0,
8984.26,1123.03,14.2572,41.2998,4.08 %,0,
8885.25,1110.66,14.4064,37.5603,3.53 %,0,
8873.45,1109.18,14.4231,36.0539,3.57 %,0,
8700.24,1087.53,14.7213,35.8949,5.32 %,0,
8770.09,1096.26,14.5929,36.9440,2.51 %,0,
9257.08,1157.13,13.8218,35.6525,3.15 %,0,
9353.08,1169.13,13.6961,34.6826,2.20 %,0,
9391.35,1173.92,13.5928,37.2476,4.25 %,0,
9447.96,1180.99,13.5863,34.0933,2.35 %,0,
9164.20,1145.53,13.9541,36.6420,3.72 %,0,
9365.15,1170.64,13.6861,34.8222,3.58 %,0,
9265.17,1158.15,13.7419,36.8243,3.58 %,0,
9601.43,1200.18,13.3973,32.0213,1.47 %,0,
9597.90,1199.74,13.3350,35.5824,2.74 %,0,
9264.20,1158.03,13.8125,33.2472,4.11 %,0,
9605.94,1200.74,13.3260,35.1115,4.22 %,0,
9609.43,1201.18,13.3136,34.7964,4.07 %,0,
9591.53,1198.94,13.3321,29.9935,1.76 %,0,
9473.75,1184.22,13.5273,29.9087,3.40 %,0,
9655.91,1206.99,13.2610,39.3289,2.17 %,0,
9736.68,1217.08,13.1510,32.1062,3.55 %,0,
9667.89,1208.49,13.2223,39.3372,3.44 %,0,
9586.44,1198.30,13.3667,33.1847,3.42 %,0,
9518.96,1189.87,13.4449,35.9954,3.29 %,0,
9402.93,1175.37,13.5849,33.8756,3.34 %,0,
9390.56,1173.82,13.6473,34.3355,2.85 %,0,
9408.90,1176.11,13.5889,35.8604,1.92 %,0,
9034.95,1129.37,14.1374,36.5714,4.13 %,0,
9060.70,1132.59,14.1767,39.6263,3.78 %,0,
8890.37,1111.30,14.3949,34.4317,2.79 %,0,
8923.06,1115.38,14.3408,34.8964,5.11 %,0,
8961.46,1120.18,14.2915,36.0698,3.86 %,0,
8714.15,1089.27,14.6944,36.1082,3.06 %,0,
8878.65,1109.83,14.3949,39.2381,2.67 %,0,
8938.20,1117.27,14.3379,40.5224,2.98 %,0,
8741.20,1092.65,14.6140,34.0808,2.20 %,0,
9012.08,1126.51,14.2311,34.4020,2.93 %,0,
8951.87,1118.98,14.2939,36.1160,2.52 %,0,
8901.99,1112.75,14.3805,33.7228,2.76 %,0,
8888.75,1111.09,14.3942,38.9279,3.90 %,0,
8970.35,1121.29,14.2793,36.8298,3.03 %,0,
8912.86,1114.11,14.3516,35.9667,3.68 %,0,
8877.36,1109.67,14.4224,37.0366,3.82 %,0,
8886.60,1110.82,14.3754,35.3461,1.97 %,0,
8950.35,1118.79,14.2923,35.6060,3.85 %,0,
8735.89,1091.99,14.6688,37.7522,4.39 %,0,
8932.43,1116.55,14.3514,36.3755,3.47 %,0,
9014.89,1126.86,14.1962,35.0737,2.46 %,0,
8734.37,1091.80,14.6303,38.9339,3.01 %,0,
8705.61,1088.20,14.7255,39.5876,4.10 %,0,
8720.69,1090.09,14.6413,38.1344,3.47 %,0,
8982.58,1122.82,14.2747,40.4534,2.19 %,0,
8940.42,1117.55,14.3198,36.8484,2.44 %,0,
9231.66,1153.96,13.8486,34.0006,2.23 %,0,
9204.41,1150.55,13.9361,35.7066,3.65 %,0,
9570.57,1196.32,13.3767,30.8100,3.61 %,0,
9557.11,1194.64,13.3853,37.7977,2.63 %,0,
9422.92,1177.87,13.5952,36.0640,1.27 %,0,
9548.24,1193.53,13.3469,33.3695,2.53 %,0,
9681.83,1210.23,13.2675,34.2661,2.23 %,0,
9599.21,1199.90,13.3217,31.7766,2.91 %,0,
9577.83,1197.23,13.3849,33.6424,2.42 %,0,
9612.57,1201.57,13.3110,30.5761,2.71 %,0,
9663.69,1207.96,13.2342,39.2254,3.18 %,0,
9675.37,1209.42,13.2489,30.8800,3.29 %,0,
9627.71,1203.46,13.2783,35.9125,3.95 %,0,
9651.99,1206.50,13.2723,32.6343,2.66 %,0,
9580.08,1197.51,13.3461,40.0291,2.30 %,0,
9586.11,1198.26,13.3676,33.3311,3.78 %,0,
9640.60,1205.07,13.2743,31.7255,4.74 %,0,
9659.48,1207.43,13.2410,36.5176,2.85 %,0,
9547.99,1193.50,13.4150,31.8616,2.81 %,0,
9498.85,1187.36,13.4741,35.9885,2.95 %,0,
9592.57,1199.07,13.3459,36.4741,3.13 %,0,
9537.77,1192.22,13.3957,35.8980,3.07 %,0,
9272.87,1159.11,13.8138,35.1427,3.05 %,0,
9749.54,1218.69,13.1506,32.7347,2.62 %,0,
9655.78,1206.97,13.2451,31.4714,4.35 %,0,
9344.21,1168.03,13.6881,36.7117,3.31 %,0,
9402.53,1175.32,13.6283,35.1318,3.76 %,0,
9376.28,1172.03,13.6542,33.5200,2.12 %,0,
9032.94,1129.12,14.1414,36.0867,3.81 %,0,
8908.70,1113.59,14.3854,36.1591,3.42 %,0,
8775.39,1096.92,14.5656,34.9436,3.80 %,0,
8955.63,1119.45,14.2849,35.5960,3.59 %,0,
8959.09,1119.89,14.3005,38.4672,3.53 %,0,
8937.82,1117.23,14.3169,33.9146,3.64 %,0,
8982.18,1122.77,14.2653,36.0357,1.78 %,0,
8874.24,1109.28,14.4318,35.3232,3.87 %,0,
8880.98,1110.12,14.3828,36.8743,3.98 %,0,
8734.38,1091.80,14.6800,38.6068,4.43 %,0,
8835.09,1104.39,14.4799,38.2327,3.01 %,0,
8772.06,1096.51,14.5836,38.8984,4.52 %,0,
8945.78,1118.22,14.3237,39.0384,2.30 %,0,
8897.63,1112.20,14.3776,32.8049,2.99 %,0,
9034.09,1129.26,14.1729,38.0638,2.94 %,0,
8558.83,1069.85,14.9375,40.4156,1.30 %,0,
8975.70,1121.96,14.2633,37.6863,2.31 %,0,
8997.51,1124.69,14.2346,34.5043,5.32 %,0,
8881.70,1110.21,14.4209,36.8435,2.14 %,0,
8986.96,1123.37,14.2328,37.3464,2.39 %,0,
9028.04,1128.51,14.1860,38.0788,0.74 %,0,
8794.02,1099.25,14.5297,37.0413,2.78 %,0,
8844.30,1105.54,14.4746,37.5000,3.69 %,0,
8748.44,1093.55,14.6598,37.8769,2.62 %,0,
8588.48,1073.56,14.8818,38.3184,2.54 %,0,
8688.58,1086.07,14.7420,36.8733,2.99 %,0,
8681.96,1085.24,14.7056,38.2413,2.88 %,0,
8510.71,1063.84,15.0697,35.4257,2.87 %,0,
8890.70,1111.34,14.3982,36.3629,1.88 %,0,
8900.41,1112.55,14.3641,37.5551,4.76 %,0,
8878.82,1109.85,14.4163,40.6141,3.60 %,0,
9120.72,1140.09,14.0659,36.3880,2.21 %,0,
9386.33,1173.29,13.6323,36.7873,2.89 %,0,
9437.53,1179.69,13.5605,34.0249,3.73 %,0,
9409.93,1176.24,13.6104,35.6488,2.86 %,0,
9422.63,1177.83,13.5620,34.9231,2.84 %,0,
9321.59,1165.20,13.7314,35.3404,4.17 %,0,
9375.14,1171.89,13.6698,33.5647,3.45 %,0,
9546.23,1193.28,13.3821,35.0027,3.88 %,0,
9649.57,1206.20,13.2789,31.2912,2.79 %,0,
9666.40,1208.30,13.2556,36.5864,5.57 %,0,
9622.75,1202.84,13.2897,35.2072,2.73 %,0,
9595.23,1199.40,13.3589,35.0463,3.18 %,0,
9655.06,1206.88,13.2411,32.4506,4.72 %,0,
9504.21,1188.03,13.4367,32.8465,1.43 %,0,
9540.68,1192.58,13.4508,34.5798,2.92 %,0,
9639.28,1204.91,13.2883,32.7961,4.06 %,0,
9592.41,1199.05,13.3396,33.5793,2.97 %,0,
9653.43,1206.68,13.2556,33.7139,2.70 %,0,
9644.92,1205.61,13.2818,30.4368,2.11 %,0,
9617.75,1202.22,13.2853,34.2106,1.48 %,0,
9589.06,1198.63,13.3573,34.0633,3.42 %,0,
9757.10,1219.64,13.1267,33.2968,4.84 %,0,
9506.88,1188.36,13.4617,32.5188,2.84 %,0,
9551.36,1193.92,13.3941,33.5168,2.86 %,0,
9445.31,1180.66,13.5399,34.7790,4.67 %,0,
9627.53,1203.44,13.2774,34.2163,1.76 %,0,
9525.69,1190.71,13.4638,32.9074,3.27 %,0,
9353.30,1169.16,13.6965,36.0943,2.93 %,0,
9369.64,1171.20,13.6613,32.9446,3.19 %,0,
9466.20,1183.28,13.5210,34.6063,2.49 %,0,
9350.65,1168.83,13.6865,34.9414,3.11 %,0,
9374.65,1171.83,13.6517,37.8646,2.79 %,0,
9432.65,1179.08,13.5631,42.7214,4.42 %,0,
9345.37,1168.17,13.6939,33.5201,4.31 %,0,
9276.14,1159.52,13.7924,33.8104,2.61 %,0,
8953.04,1119.13,14.2881,33.4812,2.09 %,0,
8859.61,1107.45,14.4643,38.8446,4.05 %,0,
8787.95,1098.49,14.5486,37.9995,3.63 %,0,
8833.11,1104.14,14.4971,39.4610,4.81 %,0,
8978.15,1122.27,14.2605,35.7301,1.93 %,0,
8742.23,1092.78,14.6301,40.7437,2.21 %,0,
8873.45,1109.18,14.4359,35.8711,2.57 %,0,
8985.45,1123.18,14.2427,35.3985,3.72 %,0,
8734.01,1091.75,14.6640,34.2884,4.96 %,0,
8982.21,1122.78,14.2626,38.3627,2.35 %,0,
8935.54,1116.94,14.3101,35.6658,2.79 %,0,
8937.02,1117.13,14.3290,36.9470,3.13 %,0,
8999.72,1124.96,14.2112,41.3699,3.35 %,0,
8723.34,1090.42,14.6557,44.0180,2.77 %,0,
8766.75,1095.84,14.6179,35.0794,3.13 %,0,
8999.64,1124.96,14.2192,37.3425,2.30 %,0,
8940.67,1117.58,14.3126,36.6607,3.98 %,0,
8891.08,1111.39,14.3991,37.1810,4.98 %,0,
8868.10,1108.51,14.4278,40.6770,1.56 %,0,
8705.97,1088.25,14.7031,40.9185,3.11 %,0,
8933.05,1116.63,14.3543,34.2178,2.64 %,0,
8882.33,1110.29,14.3843,35.9293,1.16 %,0,
8883.95,1110.49,14.3847,35.2289,3.51 %,0,
8710.20,1088.77,14.7354,37.4088,3.50 %,0,
8785.32,1098.17,14.5624,36.3942,3.79 %,0,
8651.48,1081.44,14.7961,33.7009,3.29 %,0,
8973.87,1121.73,14.2551,33.9397,6.13 %,0,
8927.38,1115.92,14.3393,36.0638,3.22 %,0,
8960.58,1120.07,14.2866,36.0615,1.89 %,0,
8991.87,1123.98,14.2299,37.9850,2.40 %,0,
9215.83,1151.98,13.8957,34.3914,3.05 %,0,
9325.38,1165.67,13.7248,34.8765,3.07 %,0,
9278.79,1159.85,13.7996,37.5835,4.08 %,0,
9455.20,1181.90,13.5334,34.5064,0.92 %,0,
9534.08,1191.76,13.4362,36.2497,3.57 %,0,
9486.86,1185.86,13.4746,32.1080,1.80 %,0,
9690.17,1211.27,13.2252,33.5264,5.53 %,0,
9626.44,1203.31,13.2914,35.7426,2.31 %,0,
9587.08,1198.39,13.3299,34.6366,2.26 %,0,
9440.27,1180.03,13.5803,40.0970,2.95 %,0,
9688.49,1211.06,13.1931,32.7777,3.68 %,0,
9759.63,1219.95,13.1412,31.3479,2.27 %,0,
9572.98,1196.62,13.3589,36.6269,2.02 %,0,
9602.44,1200.31,13.3397,36.5960,3.78 %,0,
9450.70,1181.34,13.5387,34.6329,4.19 %,0,
9587.15,1198.39,13.3304,34.4345,3.73 %,0,
9642.40,1205.30,13.3025,31.8110,3.50 %,0,
9721.21,1215.15,13.1573,32.9398,4.25 %,0,
9684.58,1210.57,13.2146,33.5771,3.38 %,0,
9607.00,1200.88,13.3326,32.8394,2.81 %,0,
9653.01,1206.63,13.2495,33.4142,2.57 %,0,
9590.41,1198.80,13.3408,37.6444,1.52 %,0,
9484.77,1185.60,13.5033,33.9365,5.26 %,0,
9460.19,1182.52,13.5326,35.6210,2.68 %,0,
9205.95,1150.74,13.9014,33.4065,3.61 %,0,
9354.65,1169.33,13.6747,35.3318,3.36 %,0,
9318.59,1164.82,13.7435,34.6031,2.48 %,0,
9292.69,1161.59,13.7588,38.4978,3.33 %,0,
9126.18,1140.77,14.0392,38.3364,2.55 %,0,
9368.52,1171.06,13.6652,34.6643,5.48 %,0,
8946.94,1118.37,14.3063,37.8822,2.46 %,0,
8726.97,1090.87,14.6474,36.8082,4.57 %,0,
8780.51,1097.56,14.5757,39.9391,2.77 %,0,
8880.90,1110.11,14.4378,39.4540,4.28 %,0,
8918.05,1114.76,14.3411,32.8814,5.69 %,0,
8875.46,1109.43,14.4270,35.9563,2.91 %,0,
8858.82,1107.35,14.4451,35.4755,3.50 %,0,
8887.40,1110.93,14.4075,38.0773,5.30 %,0,
8864.55,1108.07,14.4375,35.1320,2.20 %,0,
8879.57,1109.95,14.4068,32.9418,2.09 %,0,
8931.83,1116.48,14.3354,37.6505,1.56 %,0,
8637.50,1079.69,14.8267,37.9250,3.91 %,0,
8932.38,1116.55,14.3054,37.3218,2.05 %,0,
8896.37,1112.05,14.3788,35.7082,3.01 %,0,
8965.38,1120.67,14.2776,33.6190,4.19 %,0,
8917.70,1114.71,14.3769,34.0749,4.22 %,0,
8783.10,1097.89,14.5770,35.2654,3.07 %,0,
8827.07,1103.38,14.4891,41.7395,3.04 %,0,
8843.88,1105.48,14.4863,35.7927,1.92 %,0,
8785.25,1098.16,14.5612,38.7242,3.77 %,0,
8937.93,1117.24,14.2950,36.2040,4.11 %,0,
8931.73,1116.47,14.3609,38.7755,1.64 %,0,
8955.24,1119.41,14.2808,36.3533,4.04 %,0,
8741.47,1092.68,14.6569,36.3005,3.03 %,0,
8934.58,1116.82,14.3123,34.3724,3.05 %,0,
8848.81,1106.10,14.4854,35.4928,4.51 %,0,
8984.38,1123.05,14.2290,35.9575,2.44 %,0,
8870.94,1108.87,14.4109,39.7517,4.40 %,0,
8933.96,1116.74,14.3573,44.5751,5.30 %,0,
8887.60,1110.95,14.4017,32.8165,1.59 %,0,
8965.74,1120.72,14.2752,39.4064,1.60 %,0,
9017.49,1127.19,14.1904,35.4652,2.37 %,0,
8775.79,1096.97,14.5809,37.1425,2.98 %,0,
8858.50,1107.31,14.4330,35.0363,2.11 %,0,
8886.12,1110.76,14.4155,35.8126,2.23 %,0,
9245.77,1155.72,13.8516,34.0080,4.53 %,0,
9375.30,1171.91,13.6412,37.5728,1.56 %,0,
9349.75,1168.72,13.6997,41.3385,3.99 %,0,
9388.11,1173.51,13.6555,33.8083,2.11 %,0,
9689.52,1211.19,13.2002,33.4194,5.26 %,0,
9588.38,1198.55,13.3267,34.6535,2.00 %,0,
9622.79,1202.85,13.3258,31.8629,3.12 %,0,
9262.94,1157.87,13.8068,32.3638,4.05 %,0,
9609.12,1201.14,13.3156,32.2642,2.55 %,0,
9535.79,1191.97,13.4011,35.7161,4.08 %,0,
9306.82,1163.35,13.7866,34.3173,6.09 %,0,
9203.22,1150.40,13.9014,38.5955,2.98 %,0,
9320.73,1165.09,13.7254,34.3640,3.24 %,0,
9350.24,1168.78,13.7002,35.3765,4.02 %,0,
9644.96,1205.62,13.2610,36.8622,4.65 %,0,
9612.91,1201.61,13.3306,31.3333,3.13 %,0,
9689.88,1211.23,13.1914,31.4616,1.48 %,0,
9592.85,1199.11,13.3566,34.3920,3.27 %,0,
9603.93,1200.49,13.3369,34.3280,3.19 %,0,
9629.16,1203.65,13.2591,32.1650,4.64 %,0,
9689.17,1211.15,13.2279,31.3898,2.99 %,0,
9476.52,1184.56,13.4925,36.4398,2.12 %,0,
9646.73,1205.84,13.2795,31.3371,4.87 %,0,
9645.35,1205.67,13.2735,32.7353,3.81 %,0,
9591.59,1198.95,13.3432,34.9463,3.57 %,0,
9263.28,1157.91,13.8117,37.7204,3.20 %,0,
9653.70,1206.71,13.2768,31.9803,1.72 %,0,
9673.44,1209.18,13.2272,30.2904,4.54 %,0,
9607.54,1200.94,13.3192,41.6826,4.25 %,0,
9595.62,1199.45,13.3287,32.7533,4.07 %,0,
9744.81,1218.10,13.1469,34.4399,1.38 %,0,
9538.53,1192.32,13.4187,32.0485,4.20 %,0,
9374.76,1171.85,13.6500,35.5377,1.49 %,0,
9345.81,1168.23,13.6901,34.6621,3.30 %,0,
9467.31,1183.41,13.5341,37.5277,2.75 %,0,
9365.19,1170.65,13.6444,39.0492,3.17 %,0,
8716.89,1089.61,14.6820,36.7854,3.24 %,0,
8899.80,1112.48,14.3975,35.2328,2.86 %,0,
8887.48,1110.93,14.3862,36.5937,2.77 %,0,
8698.86,1087.36,14.7220,34.2461,2.93 %,0,
8716.63,1089.58,14.6896,38.1449,3.31 %,0,
8714.36,1089.29,14.6660,40.2114,4.57 %,0,
8732.21,1091.53,14.6568,39.8162,2.76 %,0,
8426.11,1053.26,15.2218,36.5339,2.00 %,0,
8635.26,1079.41,14.7989,36.0775,2.38 %,0,
8472.01,1059.00,15.1217,39.4880,4.66 %,0,
8598.91,1074.86,14.8507,39.2984,3.72 %,0,
8500.10,1062.51,15.0969,40.5299,4.26 %,0,
8704.60,1088.08,14.7138,40.7859,2.40 %,0,
8680.19,1085.02,14.7140,36.5605,4.98 %,0,
8728.42,1091.05,14.6849,39.4259,2.67 %,0,
8643.18,1080.40,14.8152,37.0664,1.40 %,0,
8651.06,1081.38,14.7946,35.2606,4.08 %,0,
8693.66,1086.71,14.7258,37.6708,2.48 %,0,
8665.59,1083.20,14.7603,35.1337,1.65 %,0,
8583.33,1072.92,14.9109,38.3850,1.52 %,0,
8792.63,1099.08,14.5491,37.5865,2.31 %,0,
8521.60,1065.20,15.0204,37.0422,1.00 %,0,
8735.67,1091.96,14.6685,34.1731,2.10 %,0,
8650.04,1081.26,14.7998,40.6033,3.28 %,0,
9408.94,1176.12,13.6027,33.4890,4.45 %,0,
9427.44,1178.43,13.5856,33.1283,2.47 %,0,
9674.43,1209.30,13.2108,34.0497,4.32 %,0,
9684.87,1210.61,13.2372,33.6199,2.19 %,0,
9403.55,1175.44,13.6002,36.2447,3.25 %,0,
9608.10,1201.01,13.3293,33.0926,3.51 %,0,
9665.12,1208.14,13.2182,34.5349,3.61 %,0,
9643.08,1205.38,13.3035,32.6636,3.83 %,0,
9633.56,1204.19,13.2841,33.0253,1.59 %,0,
9744.11,1218.01,13.1270,32.8488,2.30 %,0,
9654.35,1206.79,13.2493,35.1820,4.02 %,0,
9487.96,1185.99,13.5033,35.7591,3.27 %,0,
9820.86,1227.61,13.0238,32.9449,2.11 %,0,
9851.07,1231.38,12.9992,30.1367,3.17 %,0,
9642.79,1205.35,13.2704,35.9191,4.35 %,0,
9775.40,1221.92,13.0884,30.8133,4.04 %,0,
9772.47,1221.56,13.1214,34.1806,1.52 %,0,
9622.19,1202.77,13.2865,34.2825,4.81 %,0,
9786.78,1223.35,13.0949,31.6044,2.51 %,0,
9785.49,1223.19,13.0788,30.8192,3.24 %,0,
9775.38,1221.92,13.0654,32.6168,2.21 %,0,
9879.11,1234.89,12.9699,35.1134,3.52 %,0,
9677.53,1209.69,13.2053,36.5088,3.67 %,0,
9698.85,1212.36,13.2000,33.0201,3.37 %,0,
9428.11,1178.51,13.6073,34.2748,3.22 %,0,
9834.37,1229.30,13.0167,37.5902,3.65 %,0,
9906.23,1238.28,12.9171,32.7164,2.32 %,0,
9770.23,1221.28,13.0964,34.3855,3.64 %,0,
9840.29,1230.04,13.0103,35.1249,3.44 %,0,
9908.01,1238.50,12.8951,31.1020,3.12 %,0,
9747.69,1218.46,13.1463,32.5470,2.00 %,0,
9756.67,1219.58,13.1306,32.5875,4.52 %,0,
9469.36,1183.67,13.5140,39.2241,1.71 %,0,
9703.45,1212.93,13.1932,29.1846,4.00 %,0,
9678.17,1209.77,13.2219,34.5149,4.29 %,0,
9605.26,1200.66,13.3166,32.7127,4.19 %,0,
9451.74,1181.47,13.5464,33.4165,3.17 %,0,
9701.49,1212.69,13.1949,32.8963,2.57 %,0,
9397.25,1174.66,13.6300,37.3315,1.71 %,0,
9427.66,1178.46,13.5615,35.1643,3.32 %,0,
9121.76,1140.22,14.0354,36.7549,4.17 %,0,
8999.79,1124.97,14.2092,36.1832,3.53 %,0,
8919.53,1114.94,14.3756,33.2311,2.06 %,0,
8728.82,1091.10,14.6451,36.6897,1.79 %,0,
8722.78,1090.35,14.6819,34.2110,1.97 %,0,
8473.19,1059.15,15.0898,35.4113,3.15 %,0,
8521.79,1065.22,15.0324,33.9333,3.83 %,0,
8691.52,1086.44,14.7115,43.9829,3.24 %,0,
8660.08,1082.51,14.7978,37.8595,2.64 %,0,
8745.63,1093.20,14.6134,34.7703,3.50 %,0,
8646.61,1080.83,14.8011,39.7471,3.40 %,0,
8616.46,1077.06,14.8290,35.2599,2.51 %,0,
8447.91,1055.99,15.2041,39.2277,2.56 %,0,
8500.00,1062.50,15.0342,36.7629,5.22 %,0,
8705.46,1088.18,14.7222,38.8037,4.00 %,0,
8488.78,1061.10,15.0816,35.5517,4.58 %,0,
8646.51,1080.81,14.8087,39.7927,2.76 %,0,
8659.98,1082.50,14.7745,34.7415,2.95 %,0,
8574.29,1071.79,14.9135,35.0467,2.23 %,0,
8436.75,1054.59,15.1902,42.9687,1.49 %,0,
8640.50,1080.06,14.7863,37.6121,3.46 %,0,
8631.37,1078.92,14.8366,38.9118,3.10 %,0,
8730.28,1091.28,14.6710,37.0441,1.66 %,0,
8507.05,1063.38,15.0170,39.3955,6.73 %,0,
8587.45,1073.43,14.9333,41.1284,3.72 %,0,
8537.11,1067.14,14.9537,37.0672,1.84 %,0,
8664.28,1083.03,14.8156,37.7449,4.08 %,0,
8869.18,1108.65,14.4315,36.3881,3.68 %,0,
9436.80,1179.60,13.5659,33.8419,2.31 %,0,
9359.82,1169.98,13.6731,34.3439,3.94 %,0,
9409.56,1176.19,13.6133,34.5915,2.70 %,0,
9500.59,1187.57,13.4730,33.7621,2.56 %,0,
9517.44,1189.68,13.4323,36.6394,3.10 %,0,
9584.65,1198.08,13.3498,37.1750,3.10 %,0,
9612.08,1201.51,13.3334,34.3878,2.12 %,0,
9505.29,1188.16,13.4582,32.9588,3.74 %,0,
9449.80,1181.23,13.5465,33.5067,3.68 %,0,
9580.40,1197.55,13.3617,37.1732,5.79 %,0,
9426.71,1178.34,13.5882,34.6239,4.05 %,0,
9577.44,1197.18,13.3485,36.9277,1.90 %,0,
9526.39,1190.80,13.4503,35.3877,1.75 %,0,
9593.45,1199.18,13.3351,34.3131,4.30 %,0,
9613.60,1201.70,13.3269,37.1751,3.50 %,0,
9609.46,1201.18,13.3176,34.6201,5.51 %,0,
9619.48,1202.44,13.3058,35.8842,4.15 %,0,
9649.27,1206.16,13.2695,32.0986,4.28 %,0,
9585.06,1198.13,13.3511,33.1832,3.37 %,0,
9576.25,1197.03,13.3392,35.3764,3.76 %,0,
9584.96,1198.12,13.3758,36.2898,3.65 %,0,
9575.35,1196.92,13.3711,34.0407,5.05 %,0,
9434.42,1179.30,13.5696,35.2361,3.19 %,0,
9608.50,1201.06,13.3190,32.7210,3.16 %,0,
9422.25,1177.78,13.5606,33.2985,1.51 %,0,
9565.15,1195.64,13.3902,39.8957,4.72 %,0,
9589.23,1198.65,13.3396,32.8590,3.56 %,0,
9632.72,1204.09,13.2951,34.0650,3.65 %,0,
9680.66,1210.08,13.2355,31.8058,1.70 %,0,
9573.18,1196.65,13.3676,33.9648,3.85 %,0,
9446.79,1180.85,13.5385,32.0904,4.66 %,0,
9701.39,1212.67,13.1888,38.3451,2.99 %,0,
9599.66,1199.96,13.3500,35.1986,3.77 %,0,
9547.28,1193.41,13.4077,34.5660,4.00 %,0,
9680.52,1210.06,13.2277,32.2850,3.89 %,0,
9668.64,1208.58,13.2409,33.7953,2.45 %,0,
9457.67,1182.21,13.5203,33.4816,2.11 %,0,
9556.49,1194.56,13.3967,33.2966,3.94 %,0,
9603.29,1200.41,13.3260,35.8083,4.17 %,0,
9356.74,1169.59,13.6831,34.5628,3.61 %,0,
9298.87,1162.36,13.7650,34.3698,3.94 %,0,
9143.03,1142.88,13.9797,32.6978,3.43 %,0,
8908.87,1113.61,14.3788,34.0793,3.94 %,0,
8718.26,1089.78,14.6884,39.2474,1.92 %,0,
